#漢字	音標	解釋
限	han51	限：期～，～制
班	pan44	班：上～
板	pan31	板：黑～，石～
蠻	man25	蛮：不听话；野～
慢	man51	慢：～车
顏	ȵien25	颜：姓；～色
雁	jen51	雁：大～
瞎	hat055	瞎：～目
變	pien51	变：～化，改～
鼈	piet055	鳖：甲鱼
篇	pʰien44	篇：一～文章
便	pʰien25	便：～宜
辨	pien51	辨：分～，～别
便	pʰien51	便：方～
別	pʰiet033	别：离～，分～
棉	mien25	棉：～花
免	mien44	免：难～，～除
面	mien51	面：～子
滅	miet033	灭：消～，～亡
聯	lien25	联：～系；对～
烈	liet033	烈：～士，热～
煎	tsien44	煎：～药，～鱼
剪	tsien31	剪：～刀
箭	tsien51	箭：射～
淺	tsʰien31	浅：深～
錢	tsʰien25	钱：～财
賤	tsien51	贱：下～，～人
仙	sien44	仙：神～
癬	sien31	癣：发～（生癣）
線	sien51	线：～索
展	tʃen31	展：开～，发～
撤	tʃʰet033	撤：～退
纏	tʃʰen25	缠：纠～，～线
戰	tʃen51	战：～斗
折	tʃet055	折：～断，打～
舌	ʃet033	舌：舌头
設	ʃet055	设：～计，建～
善	ʃen51	善：～良，心～
然	ʒen25	然：～后，居～
熱	ȵiet033	热：冷～，～情
乾	kʰien25	乾：～坤，～隆
件	kʰien51	件：事～
傑	kʰiet033	杰：～出
延	ʒen25	延：～长，～安
演	ʒen31	演：～员，表～
建	kien31	建：～设
揭	kiet055	揭：～发，～露
言	ȵien25	言：语～
獻	hien31	献：贡～
歇	hiet055	歇：～夜（过夜）
邊	pien44	边：～疆，旁～
扁	pien31	扁：圆扁
片	pʰien51	片：一～，～面
撇	pʰiet055	撇：～捺，～开
顚	tien44	颠：～倒
典	tien31	典：～型，词～
天	tʰien44	天：～才
鐵	tʰiet055	铁：～皮
田	tʰien25	田：种～
電	tien51	电：触～，～灯
墊	tʰiap055	垫：～钱，座～
年	nian25	年：过～
捏	net055	捏：以指尖捏取小面积
練	lien51	练：～习，熟～
薦	tsien51	荐：推～
節	tsiet055	节：～约，竹～
千	tsʰien44	千：～万
切	tsʰiet055	切：～菜
截	tsʰiet055	截：～断
先	sien44	先：祖～，～进，～生
見	kien51	见：～人，～识
潔	kiet055	洁：～白，清～
牽	kʰien44	牵：～牛花
硏	ȵien44	研：～究
顯	hien31	显：明～
賢	hien25	贤：～惠，圣～
現	hien51	现：～在，出～
煙	ʒen44	烟：冒～
燕	ʒen51	燕：燕子，～窝
搬	pan44	搬：～运
半	pan51	半：一～，～日
鉢	pat055	钵：花～（花盆），衣～
潘	pʰan44	潘：姓
判	pʰan51	判：～断，审～
潑	pʰat055	泼：～水；泼辣
盤	pʰan25	盘：算～
叛	pʰan51	叛：～徒，背～
滿	man44	满：～意
末	mat033	末：～尾
短	tɔn31	短：长～
脫	tʰɔt055	脱：～鞋，摆～
團	tʰɔn25	团：～结，～长
斷	tʰɔn44	断：线断了[白]
段	tʰɔn51	段：姓；阶～
奪	tʰɔt055	夺：～取
暖	nɔn44	暖：冷～
卵	lɔn31	卵：鸡～（鸡蛋），～生
亂	lɔn51	乱：混～
捋	lɔt033	捋：捋袖子
鑽	tsɔn51	钻：电～[名]，～石
撮	tsuk055	撮：一～毛
酸	sɔn44	酸：～甜
蒜	sɔn51	蒜：大蒜，蒜头
官	kuan44	官：～司，当～
管	kuan31	管：～理，气～
灌	kuan31	灌：～溉
括	kuat055	括：包～
寬	kʰuan44	宽：～松
款	kʰuan31	款：汇～，拨～
闊	kʰuat055	阔：开～
玩	ŋuan25	玩：～具，游～
歡	fan44	欢：喜～，～喜
丸	ʒen25	丸：肉～，药～
換	van51	换：交～[文]
活	fat033	活：生～
碗	van31	碗：饭～
頑	ŋuan25	顽：～固，～皮
滑	vat033	滑：地～，～稽
挖	va44	挖：～掘[文]
關	kuan44	关：～门，海～
刮	kuat055	刮：～毛，搜～
還	van25	还：～钱[白]
環	fan25	环：～境
彎	van44	弯：转～
戀	lien51	恋：～爱
劣	lɔt055	劣：～质，恶～
全	tsʰiɔn25	全：～部，安～
