#漢字	音標	解釋
虹	fuŋ21	彩～
覺	kɔk031	～得，知～
角	kɔk031	牛～，～色
餃	kiau21	饺子，水～
腔	kʰiɔŋ33	口～
確	kʰɔk031	～定，的～
殼	hɔk031	贝～
嶽	ŋɔk055	五～
岳	ŋɔk055	姓，～飞
樂	ŋɔk055	音～
降	hɔŋ21	投～
項	hɔŋ51	～链；姓，～羽
巷	hɔŋ51	巷子，两条～
學	hɔk055	数～，～习
握	vɔk031	～手，把～
崩	pen33	倒塌，山～，～溃
北	pek031	东南西北
朋	pʰen21	～友
墨	mek055	～水
默	mek055	沉～，～写
登	ten35	～山，攀～
燈	ten33	～光
等	ten31	～人，高～
凳	ten51	凳子
得	tek031	获～，～意
德	tek031	品～；～国（国名）
忒	tʰiek031	～细（太小）
騰	tʰen21	奔～
謄	tʰen21	～写，～抄
藤	tʰen21	～椅
疼	tʰuŋ51	疼痛
鄧	tʰen51	姓，～小平
特	tʰit055	～别
能	nen21	才～，～够
肋	lit055	～骨
勒	lit055	～索
曾	tsen33	姓
增	tsen51	～加
憎	tsen51	～恨
則	tsek031	否～，规～
蹭	tsen33	磨～
曾	tsʰen21	～经
層	tsʰen21	～次
贈	tsen51	～送
賊	tsʰek055	做～
僧	sen35	唐～，沙～
僧	sen33	～人
塞	sek031	堵～，～车
肯	kʰen31	～定，中～[文]
肯	hen31	愿意，～去[白]
刻	kʰek031	时～ ，～画[文]
刻	kʰek031	～字[白]
克	kʰek031	～服，攻～
黑	hek031	～白
恆	hen21	～心，永～
冰	pen35	结～，～箱
憑	pʰin21	文～，～借[文]
憑	pen33	倚靠，～墙[白]
匿	ȵit055	～名信
陵	lin21	中山～
淩	lin21	冰淇～，壮志～云
菱	lin21	～角
力	lit055	大～，～量
卽	tsit031	～时，立～
鯽	tsit031	～鱼
息	sit031	休～[文]
息	set031	子息，孙～[白]
熄	sit031	～火
媳	sit031	～妇，婆～
徵	tsən35	～求
澄	tsʰən21	～清[文]
澄	tsʰən21	水浑，澄一澄[白]
澄	tsʰən21	～海（地名）[白]
懲	tsən31	～罚，严～
橙	tsʰaŋ21	橙子
瞪	ten33	瞪眼，目～口呆[文]
瞪	taŋ33	瞪眼[白]
直	tsʰut055	～接
値	tsʰut055	价～，～日
側	tsek031	～面
測	tsʰek031	～量，观～
色	sek031	颜～，～彩
嗇	sek031	吝啬
蒸	tsən35	清～，～发
拯	tsən31	～救；包～（人名）
證	tsən51	～明
症	tsən51	～状
織	tsət31	纺～，～布
職	tsət031	～位，称～
稱	tsʰən51	～心如意，对～
稱	tsʰən33	～呼
秤	tsʰən51	用以称物，～砣
乘	sən51	～机，～车
乘	sən33	加减乘除
繩	sun21	～之以法
塍	sun21	田～
剩	sən51	～下，～余
食	sət055	粮～；吃
蝕	sat055	腐～
升	sən35	～级
勝	sən51	～任
勝	sən51	～利，战～
識	sət031	相～，～字
式	sət031	～样，公～
飾	sət031	装～
承	sən21	～担，继～
丞	sən21	～相
殖	tsʰut055	繁～
植	tsʰut055	～物
仍	jin21	～然
極	kʰit055	南～
凝	ŋen21	～聚，～结
凝	ŋen21	凝固，～油[训]
凝	ni21	冰霜，霜～[训]
興	ʃin35	～旺；绍～（地名）
興	ʃin51	高～，～趣[文]
興	ʃin51	高兴[白]
應	jin51	～当，～该
應	jin51	～用，响～
鷹	jin35	老～
憶	jit031	回～
億	ji51	十～
抑	jit031	～制，压～
蠅	jin21	乌～（苍蝇）
孕	jin31	怀～，～妇
翼	jit055	鸡～，机～
國	kuek031	～家，中～
弘	ʃian21	～扬
或	fek055	～者
惑	vek031	迷～
域	vek031	领～，地～
百	pak031	～姓
柏	pak031	松～，～树；～林（地名）
伯	pak031	大～
迫	pek031	压～，～害[训]
烹	kʰen35	～调
拍	pʰak031	～片，～球
珀	pʰɔk31	琥～
魄	pʰak031	魂～，气～
彭	pʰaŋ21	姓，～德怀
膨	pʰaŋ21	～胀
白	pʰak055	～色
盲	maŋ21	文～，～目
虻	mɔŋ21	牛～
猛	maŋ35	～烈，凶～
孟	men51	姓，～姜女
?	pʰak031	大力打
陌	pʰek031	～生人
打	ta31	～针
冷	laŋ33	～热，～清
撐	tsʰaŋ51	支～，～开
拆	tsʰak031	～开
澤	tsʰek055	毛～东（人名）
擇	tsʰet055	选～[文]
擇	tʰɔk055	～菜[白]
宅	tsʰek055	住～
窄	tsa51	狭～
生	sen33	学～，～活[文]
生	saŋ33	与“死”相对[白]
牲	sen33	牺～[文]
牲	saŋ33	头～[白]
甥	sen35	外～
省	sen31	～长，节～[文]
省	sen31	节省，～钱[白]
更	ken51	～换，～衣
更	kaŋ33	五～
庚	kaŋ33	天干，庚辛壬癸
羹	kaŋ33	调～；米糊
哽	kaŋ31	哽住，骨头～到
梗	kaŋ31	心肌～塞[文]
梗	kuaŋ31	茎，菜～[白]
更	ken51	～加
格	kek031	～式；还珠～～[文]
格	kak031	空～，三～[白]
坑	haŋ35	水～，～沟
客	kʰak031	请～
硬	ŋaŋ51	软～
額	ȵiak031	名～
亨	kʰen33	～通；～特（人名）
赫	hek031	～～有名，显～
嚇	hak031	～一跳
行	haŋ21	～为；行走
衡	fen21	～量，平～
杏	hen51	～仁
行	hen51	品～
浜	pin35	沙家～
擘	pak031	用手分开，～开
棚	pʰaŋ21	楼～，瓜～
萌	men21	～芽
氓	maŋ21	流～
麥	mak055	小～，～芽糖
脈	mak031	～搏，把～
摘	tsak031	～菜
爭	tsen33	～取，斗～[文]
爭	tsaŋ33	相～，～唔多（差不多）[白]
箏	tsen33	风～
睜	tsen33	～眼
責	tsit031	～任，负～
策	tsʰek031	～划，政～
冊	tsʰak031	两～，～封
耕	kaŋ33	～田
耿	kuen31	忠心～～；姓，～精忠
革	kek031	～命，改～
隔	kak031	～壁
莖	kin33	根；莲～
幸	hen551	荣～，～福
鶯	jin21	黄～，夜～
鸚	jin35	～鹉
櫻	jin35	～桃
扼	ak031	～杀，～制
軛	ak031	牛～（牛耕田时套的人字形工具）
兵	pin35	当～
丙	piaŋ31	天干，甲乙丙丁
秉	pin31	～持，～公办事
柄	piaŋ51	刀～，把～
碧	pit031	～玉，～绿
平	pʰin21	和～，～时[文]
平	pʰiaŋ21	～头，～地[白]
坪	pʰiaŋ21	草～
評	pʰin21	批～，～论
病	pʰiaŋ51	～人
鳴	min21	～叫
明	min21	～白，清～[文]
明	min21	清～[白]
盟	men21	同～，～友
皿	men33	器～
命	min51	～令[文]
命	miaŋ51	～运，算～[白]
京	kin35	北～，～剧
荊	kin33	～州（地名）[文]
荊	kiaŋ33	布～子（中药）[白]
驚	kiaŋ33	害怕；～蛰
境	kin51	环～，～界
景	kin31	～色，风～
警	kin31	～察，报～
敬	kin51	尊～，～酒
竟	kin51	～然
鏡	kiaŋ51	镜子
卿	kʰin35	～家；人名用字
慶	kʰin51	～祝
擎	kʰiaŋ21	举起，～旗
鯨	kin35	～鱼
競	kin51	～争，～赛
劇	kʰiak031	～烈，京～[文]
劇	kiak031	快[白]
屐	kʰiak055	木～
迎	ȵiaŋ21	～接，欢～
逆	ȵiak055	～风
英	jin33	～雄；～国（国名）
影	jaŋ31	电～
映	jaŋ31	反～
餠	piaŋ31	～干
倂	pin51	合～
璧	pit31	美玉，珠联～合
聘	pʰin31	～请，特～
僻	pʰit055	偏～，～静
闢	pʰit055	开～，复～
名	miaŋ21	姓～
領	liaŋ33	～导，衫～（衣领）
嶺	liaŋ31	～南[文]
嶺	liaŋ33	～岗[白]
令	lin51	命～，口～
精	tsin33	～神
晶	tsin33	水～
睛	tsin33	眼～
井	tsiaŋ31	～水，～～有条
積	tsit031	～极，累～
跡	tsit031	～象，痕～[文]
跡	tsiak031	脚～，油～[白]
脊	tsit031	～椎，背～
淸	tsʰin35	～楚，～水[文]
淸	tsʰin33	～明[白]
請	tsʰiaŋ31	～人，邀～
情	tsʰin21	感～，～节[文]
情	tsʰin21	亲～（亲戚）[白]
晴	tsʰiaŋ21	天～
靜	tsʰin51	安～
靖	tsʰin51	李～（人名）
淨	tsʰiaŋ51	干～
籍	sit055	祖～，～贯
藉	sit055	狼～
省	sen31	反～
性	sin51	～别，天～
姓	siaŋ51	～名
惜	siak031	疼爱[白]
惜	sit031	可～，珍～[文]
昔	sit031	～日，今～
席	sit055	酒～，主～
蓆	tsʰiak055	草～
夕	sit055	～阳
貞	tsən35	～节
偵	tsən35	～察，刑～
逞	tsʰən31	～能，得～
呈	tsʰən21	～现，辞～
程	tsʰən21	～度，路～[文]
程	tsʰaŋ21	姓[白]
鄭	tsʰaŋ51	～重；姓
正	tsaŋ33	～月
征	tsən33	长～，特～
整	tsən31	～体，完～[文]
整	tsaŋ31	修理，～车[白]
正	tsən51	立～，～直[文]
正	tsaŋ51	～好，～来[白]
政	tsən51	行～，～治
隻	tsak031	两～
炙	tsak031	烤火，～火
赤	tsʰak031	～色，～脚
斥	tsʰut031	排～，～责
尺	tsʰak031	～寸
射	sa51	～箭，发～
聲	saŋ33	～音，笑～
聖	sən51	神～，～水
適	sət031	～应，合～
釋	sət031	解～
成	sən21	～功，完～[文]
成	tsʰaŋ21	两～[白]
成	saŋ21	事成，做～[白]
城	saŋ21	～市，县～
誠	sən21	真～，～实
盛	sən51	兴～，茂～
石	sak055	～头，～榴
頸	kiaŋ31	脖子
輕	kʰin35	年～，～松[文]
輕	kʰiaŋ33	不重；年～，～松[白]
嬰	jin33	～儿
纓	jin33	红～枪
益	jit031	得～，有～
盈	jin21	～利，～亏
贏	jaŋ21	～输
亦	jit055	～可以
譯	jit055	翻～
易	jit055	交～，贸～
液	jit055	～体，输～
腋	jit055	～下
壁	piak031	墙～
拼	pʰin35	～音
劈	pʰiak031	～开，用刀～，雷～
霹	pʰit031	～雳舞
甁	pʰin21	热水～
屛	pʰin21	～风，～障
萍	pʰin21	薸[训]
萍	pʰin21	～水相逢；人名用字
並	pin51	～且，～排
銘	men21	～文，～刻
覓	mek031	寻～
丁	ten33	天干；姓
釘	taŋ33	铁～[名]
頂	taŋ31	山～[白]
頂	tin31	～唔得（顶不住）[文]
鼎	tin31	～盛
釘	taŋ33	～铁钉[动]
訂	taŋ31	预～，～房间
的	tit031	目～，～确
滴	tit031	～水，两～
嫡	tit031	～系，～亲，～子
聽	tʰaŋ33	～话
廳	tʰaŋ33	客～，～长
汀	tʰin33	长～，～江（地名）
聽	tʰaŋ33	听任，～佢（随他）
踢	tʰek031	～球
剔	tʰit031	挑～
亭	tʰin21	凉～
停	tʰin21	～止
廷	tʰin21	朝～
庭	tʰin21	家～，～院
蜓	tʰin21	蜻～
艇	tʰiaŋ31	快～，潜～
挺	tʰin31	坚～，叶～[文]
挺	tʰin31	～起来[白]
定	tʰin51	稳～；永～（地名）
笛	tʰak055	笛子
敵	tʰit055	～人
狄	tʰit031	姓，～青
糴	tʰak055	～米（买米）
寧	nen21	安～；～波（地名）
寧	nen21	～可
溺	nit055	～爱，～死
靈	lin21	～活
零	laŋ21	十～个，～头
鈴	laŋ21	～声，风～
伶	lin21	聪明～俐[文]
伶	laŋ21	～俐（干净）[白]
翎	lin21	～毛，顶上花～
另	laŋ51	～外
歷	lit055	～史，经～
曆	lak055	日～，～书
績	tsit031	成～
靑	tsʰiaŋ35	～色，～年
蜻	tsʰin35	～蜓
戚	tsʰit031	亲～；姓，～继光
寂	suk31	～寞
星	sen35	火～，～～[文]
星	saŋ33	～夜[白]
腥	siaŋ33	～味[文]
腥	siaŋ33	菜腥味，臭～[白]
腥	siaŋ33	～味，臭镬～[白]
猩	sen33	大～～
醒	siaŋ31	清～，～过来
錫	siak031	～纸
析	sit031	分～[文]
經	kin35	念～，～济[文]
徑	kaŋ51	半～
經	kin33	～纬，～线[文]
經	kin35	～丝（蜘蛛织网）[白]
經	kaŋ51	～开；绊倒[白]
擊	kit031	～中，打～
激	kit031	～动
馨	ʃin51	温～
形	ʃin21	～状，地～
型	ʃin21	～号，类～
刑	ʃin21	判～，～法
礦	kuaŋ31	煤～，～工
橫	vaŋ21	～直
橫	vaŋ21	蛮～[文]
橫	vaŋ51	猛摔[白]
轟	vaŋ21	～炸
宏	fen21	～大
獲	vɔk031	收～
獲	fet055	～奖
劃	vak055	计～，～线
兄	hiuŋ33	～弟
榮	juŋ21	光～，～誉
永	jun31	～远
泳	jun31	游～
詠	jun31	歌～
傾	kʰen35	～向，左～
頃	kʰen31	千～，～刻
瓊	kʰiun21	～楼；人名用字
營	jin21	国～，～养[文]
營	jaŋ21	～长[白]
穎	jin31	新～；邓～超（人名）
疫	jit055	～苗，防～站
役	jit055	战～
螢	jin21	～火虫
卜	puk031	占～；姓
卜	pʰet055	萝～
撲	pʰɔk031	反～，～灭
仆	pʰuk31	倒下
篷	pʰuŋ21	帐～
蓬	pʰuŋ21	～勃；～莱（地名）
僕	pʰuk055	奴～，～人
曝	pʰau055	～光，一～十寒
瀑	puk031	～布
蒙	muŋ21	～蔽，天～～，～古（地名）
懵	muŋ31	～懂
木	muk031	～工
東	tuŋ35	东南西北
董	tuŋ31	古～；姓，～存瑞
懂	tuŋ31	懵～，唔懂（不懂）
凍	tuŋ51	冰～，～伤
棟	tuŋ51	～梁；两～
通	tʰuŋ35	～过，～风，打～
桶	tʰuŋ31	水～
捅	tʰuŋ31	～破
痛	tʰuŋ51	～苦
禿	tʰut031	～头
同	tʰuŋ21	相～，～学
銅	tʰuŋ21	金银～铁
桐	tʰuŋ21	～油，梧～
筒	tʰuŋ21	电～，话～
童	tʰuŋ21	～年，儿～
瞳	tʰuŋ21	～孔
動	tʰuŋ51	～作[文]
動	tʰuŋ35	～来～去[白]
洞	tʰuŋ51	山～，～察
獨	tʰuk055	单～，～立
讀	tʰuk055	～书，阅～
籠	luŋ35	鸟～，～罩
聾	luŋ35	耳～
攏	luŋ35	靠～，～总（一共）
弄	luŋ31	玩～
鹿	luk055	～角，梅花～
椶	tsuŋ33	～树，～色
鬃	tsuŋ33	马～，猪～
總	tsuŋ31	～共，汇～
糉	tsuŋ51	粽子
聰	tsʰuŋ35	～明
蔥	tsʰuŋ33	葱
囪	tsʰuŋ33	烟～
叢	tsʰuŋ21	草～，～书
族	tsʰuk055	～长，民～
送	suŋ51	～人
速	suk031	～度
公	kuŋ35	～安，办～
蚣	kuŋ33	蜈～
工	kuŋ35	～人，打～
功	kuŋ35	～夫，成～
攻	kuŋ33	～击，进～
貢	kuŋ51	～献
穀	kuk031	五～
谷	kuk031	山～
空	kʰuŋ33	～虚，天～
空	kʰuŋ51	～缺
孔	kʰuŋ31	钻～；姓，～子
控	kʰuŋ51	～制
哭	kʰuk031	～泣
烘	fuŋ21	～干
哄	fuŋ21	～骗
紅	fuŋ21	～色
洪	fuŋ21	～水；姓，～秀全
鴻	fuŋ21	大展～图
汞	kuŋ51	水银，～柱
斛	fuk055	石～（中药）
翁	vuŋ33	白头～；姓
甕	vuŋ51	小口大肚陶器
屋	vuk031	老～
冬	tuŋ33	过～，～节（冬至）
篤	tuk031	～信，～定
督	tuk031	～促，监～
統	tʰuŋ31	～一，总～
毒	tʰuk055	中～，～药
農	nuŋ21	～村
膿	nuŋ21	化～
宗	tsuŋ35	祖～，～教
綜	tsiuŋ33	～合；织布机上的综
鬆	suŋ33	轻～，放～
宋	suŋ51	～朝；姓，～美龄
酷	kʰuk031	残～
沃	vɔk031	肥～
風	fuŋ35	大～，～气
楓	fuŋ35	～树，～叶
瘋	fuŋ33	～狂
諷	fuŋ31	～刺
福	fuk031	～气，享～
幅	fuk031	一～画，～度
蝠	fuk031	蝙～
輻	fuk031	～射
複	fuk031	重～，～印，～写纸
腹	puk031	心～，收～
豐	fuŋ33	～收
覆	fuk031	～盖[文]
覆	pʰuk031	倒扣，碗倒扣在桌面[白]
馮	pʰuŋ21	姓
鳳	fuŋ51	～凰
服	fuk055	～务
伏	fuk031	三～，起～[文]
伏	pʰuk055	趴，在桌子上趴着睡[白]
袱	fuk055	包～
復	fuk055	恢～，～原，报～
夢	muŋ51	发～
目	muk031	～的；节～
穆	muk055	姓，～桂英
牧	muk055	放～，畜～局
隆	luŋ21	兴～，～重
六	liuk031	数字
陸	liuk055	大～，～续
嵩	siuŋ35	～山；严～（人名）
肅	siuk031	严～
宿	siuk31	～舍，住～
中	tsuŋ33	～间，～秋[文]
中	tsuŋ35	～央；头顶物，～头帕[白]
忠	tsuŋ33	～心
中	tsuŋ51	射～，～状元
竹	tsuk031	～叶
築	tsuk031	建～
畜	ʃiuk031	牲～，～牲
蟲	tsʰuŋ21	害～
仲	tsʰuŋ51	伯～叔；杜～（中药）
逐	tsʰuk055	～渐，驱～
軸	tsʰuk055	压～，～承
崇	tsʰuŋ21	～高，推～
縮	suk031	压～，～小
終	tsuŋ35	～于，始～
眾	tsuŋ51	群～
祝	tsuk031	～贺，庆～
粥	tsuk31	煮～
充	tsʰuŋ33	～分，冒～
銃	tsʰuŋ51	打鸟的土枪，放～
叔	suk031	二～，～～
熟	suk055	煮～，～悉
淑	suk031	～女，贤～
戎	juŋ21	～马生涯
絨	juŋ21	灯芯～，～毛
肉	ȵiuk031	猪～
弓	kiuŋ35	～箭
躬	kiuŋ33	鞠～
宮	kiuŋ33	～殿，大闹天～
菊	kʰiuk031	～花
麴	kʰiuk031	酒～
窮	kʰiuŋ21	～人，无～
畜	ʃiuk031	～牧局
蓄	ʃiuk031	储～，～水
郁	jut031	抑～；～金香；姓
熊	ʃiuŋ21	～猫
雄	ʃiuŋ21	英～
融	juŋ21	～化；孔～（人名）
育	juk031	教～
封	fuŋ33	密～
峯	fuŋ33	山～
蜂	fuŋ33	蜜～
鋒	fuŋ33	～利；雷～（人名）
捧	puŋ31	吹～
逢	fuŋ21	相～，～年过节[文]
逢	fuŋ21	～到（遇到）[白]
縫	pʰuŋ21	裁～
奉	fuŋ51	～献，～承
俸	fuŋ51	～禄，薪～
縫	pʰuŋ51	一条～，裂线～
濃	nuŋ21	～厚[文]
濃	nuŋ21	～淡；稠密[白]
龍	liuŋ21	～头
壟	luŋ31	～断
綠	liuk055	～色
錄	liuk055	记～，～取
蹤	tsiuŋ33	失～，～影
縱	tsiuŋ33	～横
足	tsiuk031	～球，满～
從	tsʰiuŋ21	～容
促	tsʰuk031	督～，～进
從	tsʰiuŋ21	跟～，～来
慫	tsiuŋ31	～恿
粟	siuk031	包～，～米，～子粄
松	tsʰiuŋ21	～树
誦	siuŋ51	背～
頌	siuŋ51	歌～
訟	siuŋ51	诉～
俗	siuk055	风～
續	siuk055	继～，～集
寵	tsʰuŋ31	～爱，得～
重	tsʰuŋ21	～复
重	tsʰuŋ51	～量[文]
重	tsʰuŋ35	轻～[白]
鐘	tsuŋ33	两点～，闹～
盅	tsuŋ33	酒～，两～酒
種	tsuŋ31	～类，树～[名，量]
種	tsuŋ51	～田[动]
腫	tsuŋ31	～起来，水～
燭	tsuk031	蜡～
囑	tsuk031	遗～，～托
衝	tsʰuŋ33	～锋枪
觸	tsʰuk031	接～，～犯
贖	suk055	～罪
舂	tsʰek031	～米
束	tsʰuk031	结～
蜀	tsuk031	四川简称，乐不思～
屬	suk055	～于，家～
茸	juŋ21	鹿～
辱	juk055	污～
褥	ȵiuk055	垫被，褥子
恭	kiuŋ35	～敬
供	kiuŋ33	提～，～应
拱	kiuŋ31	～手，～桥
鞏	kiuŋ31	～固
供	kiuŋ51	～细人（生小孩）
恐	kʰiuŋ31	～怖
曲	kʰiuk031	歌～
共	kʰiuŋ51	一～，～同
局	kʰiuk055	～部，公安～
玉	ȵiuk055	白～
獄	ȵiuk055	监～
胸	ʃiuŋ35	心～
凶	ʃiuŋ35	吉～
兇	ʃiuŋ35	～恶
雍	juŋ35	～正皇帝
擁	juŋ31	～护
容	juŋ21	～易，宽～
蓉	juŋ21	芙～
鎔	juŋ21	朱～基（人名）
庸	juŋ21	平～，～俗
勇	juŋ31	～敢
湧	juŋ31	～现，洶～
用	juŋ51	～处
用	juŋ51	有～
欲	juk055	～速则不达
慾	juk055	～望，贪～
浴	juk055	沐～露[文]
浴	jɔk055	～堂（浴室）[白]
屙	ɔ33	排泄，～尿，～屎
播	pɔ51	广～，～种
畲	tsʰia21	～族
墅	su21	别～
沸	pi51	沸腾
竂	liau21	茅～，鸡～
煞	sat031	凶神恶～
健	kʰian51	～康
癲	tien33	～鬼
櫼	siap031	塞，挤
逩	pun35	投～
詢	sən21	咨～，～问
圳	tsun51	深～；田中小沟
踭	tsaŋ33	脚后跟，脚～
坼	sak031	裂开，爆～
戟	kit031	巴～（中药，鸡肠风）
嫲	ma21	雌性
脢	mi33	背～（背部），～肉（背脊肉）
髀	pi31	大～（大腿）
褸	lau33	大～
竇	teu551	鸟～
竇	tʰeu551	鼻～炎；姓
腩	nam33	肚～
腍	nek031	绵软
桁	haŋ21	檩子，承重的横木
斫	to31	砍，～树
簕	net031	刺
罌	aŋ33	小口大肚的瓶子
腈	tsiaŋ33	好，腈肉（瘦肉）
擗	fit031	扔弃
壢	lak055	地～（旱地）
瀝	lak031	坑
焗	kuk055	盐～鸡
摝	luk031	搅拌，～水
熝	luk055	烫，～人
唔	m̩21	不
啱	ŋam33	合适，恰巧
嫽	liau51	玩耍
噍	tsʰiau51	嚼
擸	lap031	叠起（散乱的碗）[动]；一～碗[量]
浼	man551	体垢
頦	kɔi33	脖子前面部分，大～
猋	peu33	跳，快走
縈	jaŋ33	～线（绕线）
涿	tuk031	淋雨
罅	la551	缝，手指～
珓	kau51	圣～
糝	sam31	饭～（饭粒）
跔	ku33	蹲；腿蜷曲
癐	kʰiɔi51	累，疲乏
轆	luk055	轮子
掟	fit031	丢，扔
靚	liaŋ51	漂亮
諗	men31	思考
梘	kian31	肥皂
慳	kʰiaŋ51	节俭
踎	ku33	蹲
乸	me33	雌性
煲	po33	煲
蠔	hɔ21	海蛎
黎	lai21	姓
卑	pʰi31	～鄙
彌	ni35	阿～陀佛
匙	tsɿ21	汤～
伊	ji21	～犁
稍	siau31	～息
蛤	kʰap031	～蚧
撒	san51	～种
錫	sit031	无～（地名）
目	muk055	节～
縱	tsiuŋ31	放～
曲	kʰiut031	～折
